# realtime, hour, min, alt, baseline, rate, SC
44666.382638889 21 11 49.56 103.84 781.00 0.16
44666.383333334 21 12 49.58 103.94 781.08 0.16
44666.384027778 21 13 49.61 104.04 781.15 0.16
44666.384722223 21 14 49.63 104.14 781.22 0.16
44666.385416667 21 15 49.65 104.24 781.28 0.16
44666.386111112 21 16 49.67 104.34 781.34 0.16
44666.386805556 21 17 49.68 104.44 781.40 0.16
44666.387500001 21 18 49.70 104.53 781.46 0.15
44666.388194445 21 19 49.72 104.63 781.52 0.15
44666.388888889 21 20 49.74 104.73 781.57 0.15
44666.389583334 21 21 49.75 104.83 781.63 0.15
44666.390277778 21 22 49.77 104.92 781.68 0.15
44666.390972223 21 23 49.78 105.02 781.72 0.15
44666.391666667 21 24 49.79 105.11 781.77 0.15
44666.392361112 21 25 49.81 105.21 781.81 0.15
44666.393055556 21 26 49.82 105.30 781.85 0.15
44666.393750001 21 27 49.83 105.40 781.89 0.15
44666.394444445 21 28 49.84 105.49 781.93 0.15
44666.395138890 21 29 49.85 105.58 781.96 0.15
44666.395833334 21 30 49.86 105.67 781.99 0.15
44666.396527778 21 31 49.87 105.77 782.02 0.15
44666.397222223 21 32 49.88 105.86 782.05 0.15
44666.397916667 21 33 49.89 105.95 782.07 0.15
44666.398611112 21 34 49.89 106.04 782.09 0.14
44666.399305556 21 35 49.90 106.13 782.11 0.14
44666.400000001 21 36 49.90 106.22 782.13 0.14
44666.400694445 21 37 49.91 106.31 782.15 0.14
44666.401388890 21 38 49.91 106.40 782.16 0.14
44666.402083334 21 39 49.92 106.48 782.17 0.14
44666.402777778 21 40 49.92 106.57 782.18 0.14
44666.403472223 21 41 49.92 106.66 782.18 0.14
44666.404166667 21 42 49.92 106.75 782.19 0.14
44666.404861112 21 43 49.92 106.83 782.19 0.14
44666.405555556 21 44 49.92 106.92 782.19 0.14
44666.406250001 21 45 49.92 107.00 782.18 0.14
44666.406944445 21 46 49.92 107.09 782.18 0.14
44666.407638890 21 47 49.92 107.17 782.17 0.14
44666.408333334 21 48 49.91 107.26 782.16 0.14
44666.409027778 21 49 49.91 107.34 782.15 0.14
44666.409722223 21 50 49.91 107.42 782.13 0.14
44666.410416667 21 51 49.90 107.50 782.12 0.14
44666.411111112 21 52 49.89 107.59 782.10 0.13
44666.411805556 21 53 49.89 107.67 782.08 0.13
44666.412500001 21 54 49.88 107.75 782.05 0.13
44666.413194445 21 55 49.87 107.83 782.03 0.13
44666.413888890 21 56 49.86 107.91 782.00 0.13
44666.414583334 21 57 49.85 107.99 781.97 0.13
44666.415277778 21 58 49.84 108.07 781.93 0.13
44666.415972223 21 59 49.83 108.15 781.90 0.13
44666.416666667 22 00 49.82 108.22 781.86 0.13
44666.417361112 22 01 49.81 108.30 781.82 0.13
44666.418055556 22 02 49.80 108.38 781.78 0.13
44666.418750001 22 03 49.78 108.46 781.73 0.13
44666.419444445 22 04 49.77 108.53 781.68 0.13
44666.420138890 22 05 49.75 108.61 781.64 0.13
44666.420833334 22 06 49.74 108.68 781.58 0.13
44666.421527778 22 07 49.72 108.76 781.53 0.13
44666.422222223 22 08 49.71 108.83 781.47 0.13
44666.422916667 22 09 49.69 108.91 781.42 0.13
44666.423611112 22 10 49.67 108.98 781.36 0.13
44666.424305556 22 11 49.65 109.05 781.29 0.13
44666.425000001 22 12 49.63 109.13 781.23 0.13
44666.425694445 22 13 49.61 109.20 781.16 0.12
44666.426388890 22 14 49.59 109.27 781.09 0.12
44666.427083334 22 15 49.57 109.34 781.02 0.12
44666.427777778 22 16 49.54 109.41 780.94 0.12
44666.428472223 22 17 49.52 109.48 780.87 0.12
44666.429166667 22 18 49.50 109.55 780.79 0.12
44666.429861112 22 19 49.47 109.62 780.71 0.12
44666.430555556 22 20 49.45 109.69 780.63 0.12
44666.431250001 22 21 49.42 109.76 780.54 0.12
44666.431944445 22 22 49.40 109.83 780.45 0.12
44666.432638890 22 23 49.37 109.90 780.36 0.12
44666.433333334 22 24 49.34 109.96 780.27 0.12
44666.434027779 22 25 49.31 110.03 780.18 0.12
44666.434722223 22 26 49.28 110.10 780.08 0.12
44666.435416667 22 27 49.25 110.16 779.98 0.12
44666.436111112 22 28 49.22 110.23 779.88 0.12
44666.436805556 22 29 49.19 110.30 779.78 0.12
44666.437500001 22 30 49.16 110.36 779.68 0.12
44666.438194445 22 31 49.13 110.42 779.57 0.12
44666.438888890 22 32 49.09 110.49 779.46 0.12
44666.439583334 22 33 49.06 110.55 779.35 0.12
44666.440277779 22 34 49.03 110.62 779.23 0.12
44666.440972223 22 35 48.99 110.68 779.11 0.12
44666.441666667 22 36 48.95 110.74 778.95 0.12
44666.442361112 22 37 48.92 110.80 778.79 0.12
44666.443055556 22 38 48.88 110.86 778.63 0.12
44666.443750001 22 39 48.84 110.92 778.46 0.11
44666.444444445 22 40 48.80 110.99 778.29 0.11
44666.445138890 22 41 48.77 111.05 778.12 0.11
44666.445833334 22 42 48.73 111.11 777.95 0.11
44666.446527779 22 43 48.69 111.17 777.77 0.11
44666.447222223 22 44 48.65 111.22 777.59 0.11
44666.447916667 22 45 48.60 111.28 777.41 0.11
44666.448611112 22 46 48.56 111.34 777.23 0.11
44666.449305556 22 47 48.52 111.40 777.04 0.11
44666.450000001 22 48 48.48 111.46 776.85 0.11
44666.450694445 22 49 48.43 111.51 776.66 0.11
44666.451388890 22 50 48.39 111.57 776.46 0.11
44666.452083334 22 51 48.34 111.63 776.26 0.11
44666.452777779 22 52 48.30 111.68 776.06 0.11
44666.453472223 22 53 48.25 111.74 775.86 0.11
44666.454166667 22 54 48.20 111.79 775.65 0.11
44666.454861112 22 55 48.15 111.85 775.44 0.11
44666.455555556 22 56 48.11 111.90 775.23 0.11
44666.456250001 22 57 48.06 111.95 775.02 0.11
44666.456944445 22 58 48.01 112.01 774.80 0.11
44666.457638890 22 59 47.96 112.06 774.58 0.11
44666.458333334 23 00 47.91 112.11 774.36 0.11
44666.459027779 23 01 47.86 112.17 774.13 0.11
44666.459722223 23 02 47.80 112.22 773.91 0.11
44666.460416667 23 03 47.75 112.27 773.68 0.11
44666.461111112 23 04 47.70 112.32 773.44 0.11
44666.461805556 23 05 47.65 112.37 773.21 0.11
44666.462500001 23 06 47.59 112.42 772.97 0.11
44666.463194445 23 07 47.54 112.47 772.73 0.11
44666.463888890 23 08 47.48 112.52 772.49 0.11
44666.464583334 23 09 47.43 112.57 772.24 0.11
44666.465277779 23 10 47.37 112.62 772.00 0.11
44666.465972223 23 11 47.31 112.67 771.75 0.11
44666.466666668 23 12 47.26 112.72 771.50 0.10
44666.467361112 23 13 47.20 112.76 771.24 0.10
44666.468055556 23 14 47.14 112.81 770.98 0.10
44666.468750001 23 15 47.08 112.86 770.72 0.10
44666.469444445 23 16 47.02 112.90 770.46 0.10
44666.470138890 23 17 46.96 112.95 770.20 0.10
44666.470833334 23 18 46.90 113.00 769.93 0.10
44666.471527779 23 19 46.84 113.04 769.66 0.10
44666.472222223 23 20 46.78 113.09 769.39 0.10
44666.472916668 23 21 46.71 113.13 769.12 0.10
44666.473611112 23 22 46.65 113.18 768.84 0.10
44666.474305556 23 23 46.59 113.22 768.56 0.10
44666.475000001 23 24 46.52 113.26 768.28 0.10
44666.475694445 23 25 46.46 113.31 768.00 0.10
44666.476388890 23 26 46.39 113.35 767.72 0.10
44666.477083334 23 27 46.33 113.39 767.43 0.10
44666.477777779 23 28 46.26 113.44 767.14 0.10
44666.478472223 23 29 46.20 113.48 766.85 0.10
44666.479166668 23 30 46.13 113.52 766.55 0.10
44666.479861112 23 31 46.06 113.56 766.26 0.10
44666.480555556 23 32 45.99 113.60 765.95 0.10
44666.481250001 23 33 45.93 113.64 765.58 0.10
44666.481944445 23 34 45.86 113.68 765.20 0.10
44666.482638890 23 35 45.79 113.72 764.82 0.10
44666.483333334 23 36 45.72 113.76 764.44 0.10
44666.484027779 23 37 45.65 113.80 764.05 0.10
