# realtime, hour, min, alt, baseline, rate, SC
44668.466666668 23 12 46.79 113.08 769.43 0.10
44668.467361112 23 13 46.72 113.13 769.16 0.10
44668.468055556 23 14 46.66 113.17 768.88 0.10
44668.468750001 23 15 46.60 113.21 768.60 0.10
44668.469444445 23 16 46.53 113.26 768.32 0.10
44668.470138890 23 17 46.47 113.30 768.04 0.10
44668.470833334 23 18 46.40 113.35 767.76 0.10
44668.471527779 23 19 46.34 113.39 767.47 0.10
44668.472222223 23 20 46.27 113.43 767.18 0.10
44668.472916668 23 21 46.21 113.47 766.89 0.10
44668.473611112 23 22 46.14 113.51 766.59 0.10
44668.474305556 23 23 46.07 113.56 766.30 0.10
44668.475000001 23 24 46.00 113.60 766.00 0.10
44668.475694445 23 25 45.94 113.64 765.63 0.10
44668.476388890 23 26 45.87 113.68 765.25 0.10
44668.477083334 23 27 45.80 113.72 764.87 0.10
44668.477777779 23 28 45.73 113.76 764.49 0.10
44668.478472223 23 29 45.66 113.80 764.10 0.10
44668.479166668 23 30 45.59 113.84 763.71 0.10
44668.479861112 23 31 45.52 113.87 763.32 0.10
44668.480555556 23 32 45.44 113.91 762.93 0.10
44668.481250001 23 33 45.37 113.95 762.53 0.10
44668.481944445 23 34 45.30 113.99 762.13 0.10
44668.482638890 23 35 45.23 114.03 761.73 0.10
44668.483333334 23 36 45.15 114.06 761.33 0.10
44668.484027779 23 37 45.08 114.10 760.92 0.10
44668.484722223 23 38 45.00 114.14 760.51 0.10
44668.485416668 23 39 44.93 114.17 760.18 0.10
44668.486111112 23 40 44.85 114.21 759.85 0.10
44668.486805556 23 41 44.78 114.24 759.52 0.10
44668.487500001 23 42 44.70 114.28 759.18 0.10
44668.488194445 23 43 44.62 114.31 758.84 0.10
44668.488888890 23 44 44.55 114.35 758.51 0.10
44668.489583334 23 45 44.47 114.38 758.17 0.10
44668.490277779 23 46 44.39 114.42 757.82 0.10
44668.490972223 23 47 44.31 114.45 757.48 0.10
44668.491666668 23 48 44.23 114.48 757.13 0.10
44668.492361112 23 49 44.15 114.52 756.78 0.10
44668.493055556 23 50 44.07 114.55 756.43 0.10
44668.493750001 23 51 43.99 114.58 756.08 0.10
44668.494444445 23 52 43.91 114.61 755.63 0.09
44668.495138890 23 53 43.83 114.64 755.19 0.09
44668.495833334 23 54 43.75 114.68 754.74 0.09
44668.496527779 23 55 43.67 114.71 754.29 0.09
44668.497222223 23 56 43.59 114.74 753.84 0.09
44668.497916668 23 57 43.50 114.77 753.39 0.09
44668.498611112 23 58 43.42 114.80 752.93 0.09
44668.499305557 23 59 43.34 114.83 752.48 0.09
44668.500000001 00 00 43.25 114.86 752.02 0.09
44668.500694445 00 01 43.17 114.89 751.56 0.09
44668.501388890 00 02 43.09 114.92 751.09 0.09
44668.502083334 00 03 43.00 114.94 750.63 0.09
44668.502777779 00 04 42.92 114.97 750.16 0.09
44668.503472223 00 05 42.83 115.00 749.69 0.09
44668.504166668 00 06 42.74 115.03 749.22 0.09
44668.504861112 00 07 42.66 115.06 748.74 0.09
44668.505555557 00 08 42.57 115.08 748.27 0.09
44668.506250001 00 09 42.48 115.11 747.79 0.09
44668.506944445 00 10 42.40 115.14 747.31 0.09
44668.507638890 00 11 42.31 115.16 746.83 0.09
44668.508333334 00 12 42.22 115.19 746.34 0.09
44668.509027779 00 13 42.13 115.22 745.86 0.09
44668.509722223 00 14 42.04 115.24 745.37 0.09
44668.510416668 00 15 41.95 115.27 744.88 0.09
44668.511111112 00 16 41.86 115.29 744.39 0.09
44668.511805557 00 17 41.77 115.32 743.90 0.09
44668.512500001 00 18 41.68 115.34 743.40 0.09
44668.513194445 00 19 41.59 115.37 742.90 0.09
44668.513888890 00 20 41.50 115.39 742.41 0.09
44668.514583334 00 21 41.41 115.41 741.90 0.09
44668.515277779 00 22 41.32 115.44 741.40 0.09
44668.515972223 00 23 41.23 115.46 740.90 0.09
44668.516666668 00 24 41.14 115.48 740.39 0.09
