# realtime, hour, min, alt, baseline, rate, SC
44671.659027779 03 49 68.07 120.24 617.97 0.42
44671.659722224 03 50 67.91 120.23 617.78 0.42
44671.660416668 03 51 67.74 120.23 617.64 0.42
44671.661111113 03 52 67.57 120.23 617.50 0.42
44671.661805557 03 53 67.40 120.23 617.36 0.42
44671.662500001 03 54 67.23 120.22 617.22 0.42
44671.663194446 03 55 67.06 120.22 617.08 0.42
44671.663888890 03 56 66.89 120.22 616.85 0.42
44671.664583335 03 57 66.72 120.21 616.57 0.42
44671.665277779 03 58 66.54 120.21 616.29 0.42
44671.665972224 03 59 66.37 120.20 616.01 0.42
44671.666666668 04 00 66.20 120.20 615.72 0.42
44671.667361113 04 01 66.02 120.19 615.44 0.42
44671.668055557 04 02 65.85 120.18 615.15 0.42
44671.668750002 04 03 65.67 120.18 614.86 0.42
44671.669444446 04 04 65.49 120.17 614.57 0.42
44671.670138890 04 05 65.32 120.16 614.28 0.42
44671.670833335 04 06 65.14 120.15 613.99 0.42
44671.671527779 04 07 64.96 120.15 613.73 0.42
44671.672222224 04 08 64.78 120.14 613.59 0.42
44671.672916668 04 09 64.60 120.13 613.44 0.42
44671.673611113 04 10 64.42 120.12 613.29 0.42
44671.674305557 04 11 64.24 120.11 613.15 0.42
44671.675000002 04 12 64.06 120.10 613.00 0.42
44671.675694446 04 13 63.88 120.09 612.75 0.42
44671.676388890 04 14 63.70 120.08 612.46 0.42
44671.677083335 04 15 63.52 120.07 612.16 0.42
44671.677777779 04 16 63.33 120.05 611.86 0.42
44671.678472224 04 17 63.15 120.04 611.56 0.42
44671.679166668 04 18 62.97 120.03 611.26 0.42
44671.679861113 04 19 62.78 120.02 610.96 0.42
44671.680555557 04 20 62.60 120.00 610.66 0.42
44671.681250002 04 21 62.41 119.99 610.36 0.42
44671.681944446 04 22 62.23 119.98 610.05 0.42
44671.682638890 04 23 62.04 119.96 609.75 0.42
44671.683333335 04 24 61.86 119.95 609.45 0.42
44671.684027779 04 25 61.67 119.94 609.14 0.42
44671.684722224 04 26 61.48 119.92 608.84 0.42
44671.685416668 04 27 61.30 119.91 608.53 0.42
44671.686111113 04 28 61.11 119.89 608.23 0.42
44671.686805557 04 29 60.92 119.88 607.92 0.42
