# realtime, hour, min, alt, baseline, rate, SC
44672.645138890 03 29 84.89 119.74 349.48 0.20
44672.645833335 03 30 85.07 119.77 349.48 0.20
44672.646527779 03 31 85.25 119.80 349.48 0.20
44672.647222224 03 32 85.43 119.83 349.48 0.20
44672.647916668 03 33 85.60 119.86 349.48 0.20
44672.648611113 03 34 85.76 119.88 349.48 0.20
44672.649305557 03 35 85.92 119.91 349.48 0.20
44672.650000001 03 36 86.07 119.93 349.51 0.20
44672.650694446 03 37 86.22 119.96 349.58 0.20
44672.651388890 03 38 86.36 119.98 349.64 0.20
44672.652083335 03 39 86.48 120.00 349.70 0.20
44672.652777779 03 40 86.60 120.02 349.75 0.20
44672.653472224 03 41 86.71 120.04 349.80 0.20
44672.654166668 03 42 86.80 120.06 349.84 0.20
44672.654861113 03 43 86.88 120.08 349.87 0.20
44672.655555557 03 44 86.94 120.09 349.90 0.20
44672.656250001 03 45 86.99 120.11 349.92 0.20
44672.656944446 03 46 87.02 120.13 349.93 0.20
44672.657638890 03 47 87.03 120.14 349.93 0.20
44672.658333335 03 48 87.03 120.15 349.93 0.20
44672.659027779 03 49 87.01 120.16 349.93 0.20
44672.659722224 03 50 86.97 120.18 349.92 0.20
44672.660416668 03 51 86.92 120.19 349.89 0.20
44672.661111113 03 52 86.85 120.19 349.86 0.20
44672.661805557 03 53 86.76 120.20 349.82 0.20
44672.662500001 03 54 86.66 120.21 349.78 0.20
44672.663194446 03 55 86.55 120.22 349.73 0.20
44672.663888890 03 56 86.43 120.22 349.67 0.20
44672.664583335 03 57 86.30 120.23 349.61 0.20
44672.665277779 03 58 86.16 120.23 349.55 0.20
44672.665972224 03 59 86.01 120.23 349.48 0.20
44672.666666668 04 00 85.86 120.24 349.48 0.20
44672.667361113 04 01 85.70 120.24 349.48 0.20
44672.668055557 04 02 85.53 120.24 349.48 0.20
44672.668750002 04 03 85.36 120.24 349.48 0.20
44672.669444446 04 04 85.18 120.23 349.48 0.20
44672.670138890 04 05 85.00 120.23 349.48 0.20
44672.670833335 04 06 84.81 120.23 349.48 0.20
44672.671527779 04 07 84.62 120.23 349.48 0.20
44672.672222224 04 08 84.43 120.22 349.48 0.20
44672.672916668 04 09 84.24 120.21 349.48 0.20
44672.673611113 04 10 84.04 120.21 349.48 0.20
44672.674305557 04 11 83.84 120.20 349.41 0.20
44672.675000002 04 12 83.64 120.19 349.31 0.20
44672.675694446 04 13 83.44 120.18 349.22 0.20
44672.676388890 04 14 83.24 120.17 349.13 0.20
44672.677083335 04 15 83.03 120.16 349.04 0.20
44672.677777779 04 16 82.83 120.15 349.02 0.20
44672.678472224 04 17 82.62 120.14 349.02 0.20
44672.679166668 04 18 82.41 120.13 349.02 0.20
44672.679861113 04 19 82.20 120.11 349.02 0.20
44672.680555557 04 20 81.99 120.10 349.02 0.20
44672.681250002 04 21 81.78 120.08 348.92 0.20
44672.681944446 04 22 81.56 120.07 348.83 0.20
44672.682638890 04 23 81.35 120.05 348.73 0.20
44672.683333335 04 24 81.14 120.03 348.63 0.20
44672.684027779 04 25 80.92 120.01 348.57 0.20
44672.684722224 04 26 80.71 119.99 348.57 0.20
44672.685416668 04 27 80.49 119.98 348.57 0.20
44672.686111113 04 28 80.27 119.95 348.57 0.20
44672.686805557 04 29 80.06 119.93 348.57 0.20
